,기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율,월
624,청주시 흥덕구,2861476.0,15.6,3월
625,충주시,1789067.0,9.8,3월
626,강서구,2863433.0,6.8,3월
627,금정구,2535373.0,6.0,3월
628,기장군,2948908.0,7.0,3월
629,남구,2486440.0,5.9,3월
630,동구,2084676.0,4.9,3월
631,동래구,2555611.0,6.1,3월
632,부산진구,5339286.0,12.7,3월
633,북구,1818326.0,4.3,3월
634,사상구,2278034.0,5.4,3월
635,사하구,1965467.0,4.7,3월
636,서구,1642281.0,3.9,3월
637,수영구,2601307.0,6.2,3월
638,연제구,2102234.0,5.0,3월
639,영도구,1440510.0,3.4,3월
640,중구,2758744.0,6.5,3월
641,해운대구,4733548.0,11.2,3월
642,남구,2259164.0,8.4,3월
643,달서구,4286381.0,15.9,3월
644,달성군,2356709.0,8.8,3월
645,동구,4237072.0,15.8,3월
646,북구,3924126.0,14.6,3월
647,서구,1567819.0,5.8,3월
648,수성구,3618080.0,13.5,3월
649,중구,4644963.0,17.3,3월
650,고창군,657199.0,4.0,3월
651,군산시,1753894.0,10.7,3월
652,김제시,887496.0,5.4,3월
653,남원시,641460.0,3.9,3월
654,무주군,354817.0,2.2,3월
655,부안군,626453.0,3.8,3월
656,순창군,312482.0,1.9,3월
657,완주군,1591981.0,9.7,3월
658,익산시,1910851.0,11.6,3월
659,임실군,531470.0,3.2,3월
660,장수군,187877.0,1.1,3월
661,전주시 덕진구,2972313.0,18.1,3월
662,전주시 완산구,2966643.0,18.0,3월
663,정읍시,763728.0,4.6,3월
664,진안군,290076.0,1.8,3월
665,서귀포시,3496819.0,42.7,3월
666,제주시,4692568.0,57.3,3월
667,강화군,1121163.0,4.2,3월
668,계양구,2084827.0,7.9,3월
669,남동구,3946829.0,14.9,3월
670,동구,823951.0,3.1,3월
671,미추홀구,3433476.0,12.9,3월
672,부평구,3512818.0,13.2,3월
673,서구,4060829.0,15.3,3월
674,연수구,3656694.0,13.8,3월
675,옹진군,391023.0,1.5,3월
676,중구,3486138.0,13.1,3월
677,남구,3500321.0,32.0,3월
678,동구,1042095.0,9.5,3월
679,북구,1851785.0,16.9,3월
680,울주군,2514742.0,23.0,3월
681,중구,2026970.0,18.5,3월
682,강남구,16613106.0,11.3,3월
683,강동구,4032977.0,2.7,3월
684,강북구,2449530.0,1.7,3월
685,강서구,5845795.0,4.0,3월
686,관악구,4683255.0,3.2,3월
687,광진구,5180474.0,3.5,3월
688,구로구,4573369.0,3.1,3월
689,금천구,2392078.0,1.6,3월
690,노원구,4722424.0,3.2,3월
691,도봉구,2352462.0,1.6,3월
692,동대문구,4264550.0,2.9,3월
693,동작구,4360107.0,3.0,3월
694,마포구,8395535.0,5.7,3월
695,서대문구,6157185.0,4.2,3월
696,서초구,11322351.0,7.7,3월
697,성동구,4658102.0,3.2,3월
698,성북구,4059312.0,2.8,3월
699,송파구,8604295.0,5.8,3월
700,양천구,3236711.0,2.2,3월
701,영등포구,8083239.0,5.5,3월
702,용산구,6423381.0,4.4,3월
703,은평구,2927831.0,2.0,3월
704,종로구,9406407.0,6.4,3월
705,중구,9642667.0,6.6,3월
706,중랑구,2782525.0,1.9,3월
707,계룡시,380740.0,1.7,3월
708,공주시,1868173.0,8.1,3월
709,금산군,704747.0,3.1,3월
710,논산시,1277612.0,5.6,3월
711,당진시,1726805.0,7.5,3월
712,보령시,1092789.0,4.8,3월
713,부여군,705250.0,3.1,3월
714,서산시,1325846.0,5.8,3월
715,서천군,676912.0,2.9,3월
716,아산시,3050912.0,13.3,3월
717,예산군,1043992.0,4.5,3월
718,천안시 동남구,3686297.0,16.0,3월
719,천안시 서북구,3139857.0,13.7,3월
720,청양군,338363.0,1.5,3월
721,태안군,1027296.0,4.5,3월
722,홍성군,953029.0,4.1,3월
723,대덕구,2059815.0,12.0,3월
724,동구,2848548.0,16.6,3월
725,서구,4614593.0,26.9,3월
726,유성구,4632617.0,27.0,3월
727,중구,3011013.0,17.5,3월
728,강진군,389258.0,2.1,3월
729,고흥군,423886.0,2.3,3월
730,곡성군,395762.0,2.2,3월
731,광양시,1281442.0,7.0,3월
732,구례군,604016.0,3.3,3월
733,나주시,1343727.0,7.3,3월
734,담양군,1112335.0,6.1,3월
735,목포시,1815533.0,9.9,3월
736,무안군,1265982.0,6.9,3월
737,보성군,466742.0,2.5,3월
738,순천시,1864398.0,10.2,3월
739,신안군,467517.0,2.6,3월
740,여수시,1804711.0,9.9,3월
741,영광군,499857.0,2.7,3월
742,영암군,778565.0,4.3,3월
743,완도군,396516.0,2.2,3월
744,장성군,772213.0,4.2,3월
745,장흥군,340096.0,1.9,3월
746,진도군,316577.0,1.7,3월
747,함평군,467296.0,2.6,3월
748,해남군,589286.0,3.2,3월
749,화순군,911618.0,5.0,3월
750,강릉시,3008889.0,14.5,4월
751,고성군,911403.0,4.4,4월
752,동해시,925355.0,4.5,4월
753,삼척시,943817.0,4.6,4월
754,속초시,1830894.0,8.8,4월
755,양구군,269546.0,1.3,4월
756,양양군,1236057.0,6.0,4월
757,영월군,503366.0,2.4,4월
758,원주시,2557304.0,12.4,4월
759,인제군,627782.0,3.0,4월
760,정선군,546385.0,2.6,4월
761,철원군,573336.0,2.8,4월
762,춘천시,2632597.0,12.7,4월
763,태백시,404597.0,2.0,4월
764,평창군,1042797.0,5.0,4월
765,홍천군,1292091.0,6.2,4월
766,화천군,351444.0,1.7,4월
767,횡성군,1042089.0,5.0,4월
768,가평군,2366294.0,1.5,4월
769,고양시 덕양구,5494055.0,3.5,4월
770,고양시 일산동구,5315334.0,3.3,4월
771,고양시 일산서구,3515871.0,2.2,4월
772,과천시,2053575.0,1.3,4월
773,광명시,3373604.0,2.1,4월
774,광주시,4214117.0,2.7,4월
775,구리시,3915150.0,2.5,4월
776,군포시,2216129.0,1.4,4월
777,김포시,4220747.0,2.7,4월
778,남양주시,6392992.0,4.0,4월
779,동두천시,843300.0,0.5,4월
780,부천시,6394687.0,4.0,4월
781,성남시 분당구,7529348.0,4.7,4월
782,성남시 수정구,3487187.0,2.2,4월
783,성남시 중원구,2256421.0,1.4,4월
784,수원시 권선구,3494555.0,2.2,4월
785,수원시 영통구,4707819.0,3.0,4월
786,수원시 장안구,3227144.0,2.0,4월
787,수원시 팔달구,5418612.0,3.4,4월
788,시흥시,4493014.0,2.8,4월
789,안산시 단원구,4296218.0,2.7,4월
790,안산시 상록구,2466437.0,1.6,4월
791,안성시,3198323.0,2.0,4월
792,안양시 동안구,3266460.0,2.1,4월
793,안양시 만안구,2511687.0,1.6,4월
794,양주시,2872980.0,1.8,4월
795,양평군,2866141.0,1.8,4월
796,여주시,2554524.0,1.6,4월
797,연천군,784242.0,0.5,4월
798,오산시,2458146.0,1.5,4월
799,용인시 기흥구,4875134.0,3.1,4월
800,용인시 수지구,2929778.0,1.8,4월
801,용인시 처인구,4410372.0,2.8,4월
802,의왕시,2486427.0,1.6,4월
803,의정부시,3698765.0,2.3,4월
804,이천시,3544868.0,2.2,4월
805,파주시,4757017.0,3.0,4월
806,평택시,3845890.0,2.4,4월
807,포천시,2589132.0,1.6,4월
808,하남시,5021918.0,3.2,4월
809,화성시,8464954.0,5.3,4월
810,거제시,1690862.0,5.5,4월
811,거창군,531575.0,1.7,4월
812,고성군,753707.0,2.5,4월
813,김해시,3482360.0,11.4,4월
814,남해군,716998.0,2.3,4월
815,밀양시,1265702.0,4.1,4월
816,사천시,1306882.0,4.3,4월
817,산청군,523693.0,1.7,4월
818,양산시,2703800.0,8.8,4월
819,의령군,377900.0,1.2,4월
820,진주시,1662165.0,5.4,4월
821,창녕군,865907.0,2.8,4월
822,창원시 마산합포구,2071156.0,6.8,4월
823,창원시 마산회원구,1637836.0,5.3,4월
824,창원시 성산구,2649808.0,8.7,4월
825,창원시 의창구,2752562.0,9.0,4월
826,창원시 진해구,1677086.0,5.5,4월
827,통영시,1220733.0,4.0,4월
828,하동군,826201.0,2.7,4월
829,함안군,891369.0,2.9,4월
830,함양군,385050.0,1.3,4월
831,합천군,621067.0,2.0,4월
832,경산시,2256460.0,8.8,4월
833,경주시,3761701.0,14.7,4월
834,고령군,542439.0,2.1,4월
835,구미시,1932409.0,7.5,4월
836,군위군,575342.0,2.2,4월
837,김천시,1039774.0,4.1,4월
838,문경시,788455.0,3.1,4월
839,봉화군,333742.0,1.3,4월
840,상주시,959574.0,3.7,4월
841,성주군,599870.0,2.3,4월
842,안동시,1342338.0,5.2,4월
843,영덕군,691279.0,2.7,4월
844,영양군,128408.0,0.5,4월
845,영주시,616226.0,2.4,4월
846,영천시,986317.0,3.8,4월
847,예천군,543682.0,2.1,4월
848,울릉군,173757.0,0.7,4월
849,울진군,515157.0,2.0,4월
850,의성군,563599.0,2.2,4월
851,청도군,840467.0,3.3,4월
852,청송군,349629.0,1.4,4월
853,칠곡군,1623507.0,6.3,4월
854,포항시 남구,2243487.0,8.8,4월
855,포항시 북구,2214251.0,8.6,4월
856,광산구,3370495.0,22.4,4월
857,남구,1547917.0,10.3,4월
858,동구,2638751.0,17.6,4월
859,북구,3589879.0,23.9,4월
860,서구,3878227.0,25.8,4월
861,세종특별자치시,2512890.0,100.0,4월
862,괴산군,787591.0,4.0,4월
863,단양군,608417.0,3.1,4월
864,보은군,497204.0,2.5,4월
865,영동군,507743.0,2.6,4월
866,옥천군,955774.0,4.8,4월
867,음성군,1587120.0,8.0,4월
868,제천시,1148420.0,5.8,4월
869,증평군,488709.0,2.5,4월
870,진천군,1115127.0,5.6,4월
871,청주시 상당구,2773412.0,14.0,4월
872,청주시 서원구,2443562.0,12.3,4월
873,청주시 청원구,2131010.0,10.8,4월
874,청주시 흥덕구,2869275.0,14.5,4월
875,충주시,1879924.0,9.5,4월
876,강서구,3318821.0,7.5,4월
877,금정구,2288246.0,5.2,4월
878,기장군,3413250.0,7.7,4월
879,남구,2307959.0,5.2,4월
880,동구,2310291.0,5.2,4월
881,동래구,2710788.0,6.1,4월
882,부산진구,5550631.0,12.5,4월
883,북구,1863266.0,4.2,4월
884,사상구,2313942.0,5.2,4월
885,사하구,1789140.0,4.0,4월
886,서구,1615829.0,3.6,4월
887,수영구,2964305.0,6.7,4월
888,연제구,2231110.0,5.0,4월
889,영도구,1478646.0,3.3,4월
890,중구,3103766.0,7.0,4월
891,해운대구,5100186.0,11.5,4월
892,남구,2165759.0,8.0,4월
893,달서구,4046738.0,15.0,4월
894,달성군,2521478.0,9.4,4월
895,동구,4453931.0,16.5,4월
896,북구,3544782.0,13.2,4월
897,서구,1526805.0,5.7,4월
898,수성구,3776432.0,14.0,4월
899,중구,4877365.0,18.1,4월
900,고창군,834834.0,4.8,4월
901,군산시,1785335.0,10.3,4월
902,김제시,968832.0,5.6,4월
903,남원시,785097.0,4.5,4월
904,무주군,452863.0,2.6,4월
905,부안군,784172.0,4.5,4월
906,순창군,394285.0,2.3,4월
907,완주군,1705446.0,9.9,4월
908,익산시,1654760.0,9.6,4월
909,임실군,685186.0,4.0,4월
910,장수군,220657.0,1.3,4월
911,전주시 덕진구,2792999.0,16.1,4월
912,전주시 완산구,2938877.0,17.0,4월
913,정읍시,865664.0,5.0,4월
914,진안군,435046.0,2.5,4월
915,서귀포시,4254954.0,44.9,4월
916,제주시,5215911.0,55.1,4월
917,강화군,1426993.0,4.7,4월
918,계양구,2545526.0,8.4,4월
919,남동구,4547413.0,15.1,4월
920,동구,827761.0,2.7,4월
921,미추홀구,3747270.0,12.4,4월
922,부평구,4348614.0,14.4,4월
923,서구,4234734.0,14.0,4월
924,연수구,3758987.0,12.4,4월
925,옹진군,547558.0,1.8,4월
926,중구,4217170.0,14.0,4월
927,남구,3387763.0,30.8,4월
928,동구,1044339.0,9.5,4월
929,북구,1857977.0,16.9,4월
930,울주군,2680450.0,24.4,4월
931,중구,2033589.0,18.5,4월
932,강남구,18168079.0,11.0,4월
933,강동구,4364195.0,2.6,4월
934,강북구,2682070.0,1.6,4월
935,강서구,6340264.0,3.8,4월
936,관악구,4867648.0,2.9,4월
937,광진구,5854023.0,3.5,4월
938,구로구,4966650.0,3.0,4월
939,금천구,2614666.0,1.6,4월
940,노원구,4908708.0,3.0,4월
941,도봉구,2556505.0,1.5,4월
942,동대문구,4435085.0,2.7,4월
943,동작구,4642670.0,2.8,4월
944,마포구,9643042.0,5.8,4월
945,서대문구,6489419.0,3.9,4월
946,서초구,13120167.0,7.9,4월
947,성동구,5143944.0,3.1,4월
948,성북구,4491470.0,2.7,4월
949,송파구,10470021.0,6.3,4월
950,양천구,3493638.0,2.1,4월
951,영등포구,9867056.0,6.0,4월
952,용산구,7784712.0,4.7,4월
953,은평구,2960257.0,1.8,4월
954,종로구,11045109.0,6.7,4월
955,중구,11422239.0,6.9,4월
956,중랑구,2964000.0,1.8,4월
957,계룡시,409873.0,1.6,4월
958,공주시,2267118.0,8.9,4월
959,금산군,837563.0,3.3,4월
960,논산시,1327037.0,5.2,4월
961,당진시,2158592.0,8.5,4월
962,보령시,1405002.0,5.5,4월
963,부여군,907146.0,3.6,4월
964,서산시,1757508.0,6.9,4월
965,서천군,833926.0,3.3,4월
966,아산시,2848133.0,11.2,4월
967,예산군,1311998.0,5.1,4월
968,천안시 동남구,3474162.0,13.6,4월
969,천안시 서북구,2965377.0,11.6,4월
970,청양군,415682.0,1.6,4월
971,태안군,1617407.0,6.3,4월
972,홍성군,981438.0,3.8,4월
973,대덕구,2001813.0,12.1,4월
974,동구,2673574.0,16.1,4월
975,서구,4403862.0,26.5,4월
976,유성구,4389115.0,26.4,4월
977,중구,3140605.0,18.9,4월
978,강진군,534434.0,2.7,4월
979,고흥군,518871.0,2.6,4월
980,곡성군,508169.0,2.5,4월
981,광양시,1055667.0,5.2,4월
982,구례군,678692.0,3.4,4월
983,나주시,1396961.0,6.9,4월
984,담양군,1280755.0,6.4,4월
985,목포시,1887145.0,9.4,4월
986,무안군,1218063.0,6.0,4월
987,보성군,614964.0,3.1,4월
988,순천시,1990491.0,9.9,4월
989,신안군,644863.0,3.2,4월
990,여수시,1947164.0,9.7,4월
991,영광군,590810.0,2.9,4월
992,영암군,957713.0,4.8,4월
993,완도군,429616.0,2.1,4월
994,장성군,807642.0,4.0,4월
995,장흥군,423323.0,2.1,4월
996,진도군,361990.0,1.8,4월
997,함평군,534855.0,2.7,4월
998,해남군,663997.0,3.3,4월
999,화순군,1101076.0,5.5,4월
1000,강릉시,3044304.0,12.5,5월
1001,고성군,1141579.0,4.7,5월
1002,동해시,1032077.0,4.3,5월
1003,삼척시,1025372.0,4.2,5월
1004,속초시,2218175.0,9.1,5월
1005,양구군,284286.0,1.2,5월
1006,양양군,1625010.0,6.7,5월
1007,영월군,652947.0,2.7,5월
1008,원주시,2864249.0,11.8,5월
1009,인제군,840423.0,3.5,5월
1010,정선군,739463.0,3.0,5월
1011,철원군,676294.0,2.8,5월
1012,춘천시,2911134.0,12.0,5월
1013,태백시,455097.0,1.9,5월
1014,평창군,1399684.0,5.8,5월
1015,홍천군,1628537.0,6.7,5월
1016,화천군,406478.0,1.7,5월
1017,횡성군,1316105.0,5.4,5월
1018,가평군,2828453.0,1.7,5월
1019,고양시 덕양구,5935904.0,3.5,5월
1020,고양시 일산동구,5584699.0,3.3,5월
1021,고양시 일산서구,3854058.0,2.3,5월
1022,과천시,2047362.0,1.2,5월
1023,광명시,3632072.0,2.2,5월
1024,광주시,4224419.0,2.5,5월
1025,구리시,4203706.0,2.5,5월
1026,군포시,2303457.0,1.4,5월
1027,김포시,4610771.0,2.7,5월
1028,남양주시,6722119.0,4.0,5월
1029,동두천시,861895.0,0.5,5월
1030,부천시,6346858.0,3.8,5월
1031,성남시 분당구,7717970.0,4.6,5월
1032,성남시 수정구,3682428.0,2.2,5월
1033,성남시 중원구,2400042.0,1.4,5월
1034,수원시 권선구,3701320.0,2.2,5월
1035,수원시 영통구,4977681.0,3.0,5월
1036,수원시 장안구,3309806.0,2.0,5월
1037,수원시 팔달구,5757530.0,3.4,5월
1038,시흥시,4832060.0,2.9,5월
1039,안산시 단원구,4636944.0,2.8,5월
1040,안산시 상록구,2526089.0,1.5,5월
1041,안성시,3537225.0,2.1,5월
1042,안양시 동안구,3591970.0,2.1,5월
1043,안양시 만안구,2754785.0,1.6,5월
1044,양주시,3024149.0,1.8,5월
1045,양평군,2906727.0,1.7,5월
1046,여주시,2498194.0,1.5,5월
1047,연천군,864476.0,0.5,5월
1048,오산시,2627183.0,1.6,5월
1049,용인시 기흥구,5239195.0,3.1,5월
1050,용인시 수지구,3134621.0,1.9,5월
1051,용인시 처인구,4744115.0,2.8,5월
1052,의왕시,2759389.0,1.6,5월
1053,의정부시,3663884.0,2.2,5월
1054,이천시,3625993.0,2.2,5월
1055,파주시,5077251.0,3.0,5월
1056,평택시,4129885.0,2.5,5월
1057,포천시,2959897.0,1.8,5월
1058,하남시,5089178.0,3.0,5월
1059,화성시,8864544.0,5.3,5월
1060,거제시,1997775.0,5.9,5월
1061,거창군,643680.0,1.9,5월
1062,고성군,844896.0,2.5,5월
1063,김해시,3907907.0,11.5,5월
1064,남해군,812772.0,2.4,5월
1065,밀양시,1410165.0,4.2,5월
1066,사천시,1415817.0,4.2,5월
1067,산청군,675735.0,2.0,5월
1068,양산시,2887927.0,8.5,5월
1069,의령군,419169.0,1.2,5월
1070,진주시,1908077.0,5.6,5월
1071,창녕군,945080.0,2.8,5월
1072,창원시 마산합포구,2273643.0,6.7,5월
1073,창원시 마산회원구,1826607.0,5.4,5월
1074,창원시 성산구,2849239.0,8.4,5월
1075,창원시 의창구,3027148.0,8.9,5월
1076,창원시 진해구,1566053.0,4.6,5월
1077,통영시,1407538.0,4.2,5월
1078,하동군,709327.0,2.1,5월
1079,함안군,1079583.0,3.2,5월
1080,함양군,472420.0,1.4,5월
1081,합천군,833172.0,2.5,5월
1082,경산시,2506584.0,8.9,5월
1083,경주시,3694449.0,13.1,5월
1084,고령군,564971.0,2.0,5월
1085,구미시,2107388.0,7.5,5월
1086,군위군,641788.0,2.3,5월
1087,김천시,1094894.0,3.9,5월
1088,문경시,950001.0,3.4,5월
1089,봉화군,395142.0,1.4,5월
1090,상주시,1114823.0,3.9,5월
1091,성주군,651257.0,2.3,5월
1092,안동시,1563766.0,5.5,5월
1093,영덕군,803464.0,2.8,5월
1094,영양군,158583.0,0.6,5월
1095,영주시,746996.0,2.6,5월
1096,영천시,1092639.0,3.9,5월
1097,예천군,609144.0,2.2,5월
1098,울릉군,259744.0,0.9,5월
1099,울진군,625344.0,2.2,5월
1100,의성군,655527.0,2.3,5월
1101,청도군,864884.0,3.1,5월
1102,청송군,417514.0,1.5,5월
1103,칠곡군,1755125.0,6.2,5월
1104,포항시 남구,2432822.0,8.6,5월
1105,포항시 북구,2532213.0,9.0,5월
1106,광산구,3478732.0,22.4,5월
1107,남구,1589469.0,10.2,5월
1108,동구,2823985.0,18.2,5월
1109,북구,3739897.0,24.1,5월
1110,서구,3913009.0,25.2,5월
1111,세종특별자치시,2768022.0,100.0,5월
1112,괴산군,913138.0,4.1,5월
1113,단양군,831898.0,3.8,5월
1114,보은군,537329.0,2.4,5월
1115,영동군,606917.0,2.7,5월
1116,옥천군,982553.0,4.5,5월
1117,음성군,1765328.0,8.0,5월
1118,제천시,1388694.0,6.3,5월
1119,증평군,550853.0,2.5,5월
1120,진천군,1210597.0,5.5,5월
1121,청주시 상당구,2826271.0,12.8,5월
1122,청주시 서원구,2657705.0,12.0,5월
1123,청주시 청원구,2448576.0,11.1,5월
1124,청주시 흥덕구,3187946.0,14.4,5월
1125,충주시,2166565.0,9.8,5월
1126,강서구,3277041.0,6.6,5월
1127,금정구,2598409.0,5.2,5월
1128,기장군,3926397.0,7.9,5월
1129,남구,2544870.0,5.1,5월
1130,동구,2687851.0,5.4,5월
1131,동래구,3090237.0,6.2,5월
1132,부산진구,6256838.0,12.6,5월
1133,북구,2062567.0,4.2,5월
1134,사상구,2389245.0,4.8,5월
1135,사하구,2001527.0,4.0,5월
1136,서구,1842718.0,3.7,5월
1137,수영구,3421675.0,6.9,5월
1138,연제구,2368472.0,4.8,5월
1139,영도구,1752337.0,3.5,5월
1140,중구,3424750.0,6.9,5월
1141,해운대구,5905037.0,11.9,5월
1142,남구,2215710.0,7.8,5월
1143,달서구,4325065.0,15.2,5월
1144,달성군,2472555.0,8.7,5월
1145,동구,4744245.0,16.7,5월
1146,북구,3761145.0,13.2,5월
1147,서구,1611534.0,5.7,5월
1148,수성구,4015424.0,14.1,5월
1149,중구,5270683.0,18.5,5월
1150,고창군,895172.0,4.9,5월
1151,군산시,2027437.0,11.0,5월
1152,김제시,970457.0,5.3,5월
1153,남원시,895799.0,4.9,5월
1154,무주군,566721.0,3.1,5월
1155,부안군,882741.0,4.8,5월
1156,순창군,407054.0,2.2,5월
1157,완주군,1698656.0,9.2,5월
1158,익산시,1786416.0,9.7,5월
1159,임실군,740069.0,4.0,5월
1160,장수군,240824.0,1.3,5월
1161,전주시 덕진구,2923618.0,15.9,5월
1162,전주시 완산구,3131199.0,17.0,5월
1163,정읍시,878417.0,4.8,5월
1164,진안군,400611.0,2.2,5월
1165,서귀포시,4127214.0,44.2,5월
1166,제주시,5211568.0,55.8,5월
1167,강화군,1559862.0,4.9,5월
1168,계양구,2579381.0,8.1,5월
1169,남동구,4819130.0,15.1,5월
1170,동구,892955.0,2.8,5월
1171,미추홀구,3985432.0,12.5,5월
1172,부평구,4297197.0,13.5,5월
1173,서구,4412208.0,13.9,5월
1174,연수구,3879285.0,12.2,5월
1175,옹진군,660981.0,2.1,5월
1176,중구,4736542.0,14.9,5월
1177,남구,3922204.0,31.6,5월
1178,동구,1201187.0,9.7,5월
1179,북구,2057067.0,16.6,5월
1180,울주군,2903969.0,23.4,5월
1181,중구,2335856.0,18.8,5월
1182,강남구,18999806.0,10.8,5월
1183,강동구,4566561.0,2.6,5월
1184,강북구,2918131.0,1.7,5월
1185,강서구,6903977.0,3.9,5월
1186,관악구,5127635.0,2.9,5월
1187,광진구,6281197.0,3.6,5월
1188,구로구,5214194.0,3.0,5월
1189,금천구,2629842.0,1.5,5월
1190,노원구,5200266.0,3.0,5월
1191,도봉구,2675638.0,1.5,5월
1192,동대문구,4584841.0,2.6,5월
1193,동작구,4803063.0,2.7,5월
1194,마포구,10508608.0,6.0,5월
1195,서대문구,7050215.0,4.0,5월
1196,서초구,13968622.0,7.9,5월
1197,성동구,5359100.0,3.0,5월
1198,성북구,4443900.0,2.5,5월
1199,송파구,10643072.0,6.1,5월
1200,양천구,3521342.0,2.0,5월
1201,영등포구,9893681.0,5.6,5월
1202,용산구,9139989.0,5.2,5월
1203,은평구,3255840.0,1.9,5월
1204,종로구,12472556.0,7.1,5월
1205,중구,12459891.0,7.1,5월
1206,중랑구,3295976.0,1.9,5월
1207,계룡시,447251.0,1.6,5월
1208,공주시,2492136.0,8.8,5월
1209,금산군,1001933.0,3.5,5월
1210,논산시,1508681.0,5.3,5월
1211,당진시,2245243.0,7.9,5월
1212,보령시,1709058.0,6.0,5월
1213,부여군,1053423.0,3.7,5월
1214,서산시,1713869.0,6.1,5월
1215,서천군,992666.0,3.5,5월
1216,아산시,3071768.0,10.9,5월
1217,예산군,1427115.0,5.0,5월
1218,천안시 동남구,3942480.0,13.9,5월
1219,천안시 서북구,3304683.0,11.7,5월
1220,청양군,421949.0,1.5,5월
1221,태안군,1901258.0,6.7,5월
1222,홍성군,1067393.0,3.8,5월
1223,대덕구,2188734.0,11.8,5월
1224,동구,2974339.0,16.0,5월
1225,서구,5007023.0,26.9,5월
1226,유성구,4825321.0,25.9,5월
1227,중구,3630694.0,19.5,5월
1228,강진군,474834.0,2.3,5월
1229,고흥군,574245.0,2.8,5월
1230,곡성군,688927.0,3.3,5월
1231,광양시,1087173.0,5.2,5월
1232,구례군,455080.0,2.2,5월
1233,나주시,1361621.0,6.5,5월
1234,담양군,1373972.0,6.6,5월
1235,목포시,2005671.0,9.6,5월
1236,무안군,1223574.0,5.9,5월
