,기초지자체명,기초지자체 방문자 수,기초지자체 방문자 비율,월
2422,부평구,4149014.0,12.8,10월
2423,서구,4586852.0,14.2,10월
2424,연수구,3992420.0,12.3,10월
2425,옹진군,685818.0,2.1,10월
2426,중구,5277474.0,16.3,10월
2427,남구,3912089.0,30.9,10월
2428,동구,1181352.0,9.3,10월
2429,북구,2044557.0,16.2,10월
2430,울주군,3231221.0,25.5,10월
2431,중구,2284461.0,18.1,10월
2432,강남구,18929349.0,10.8,10월
2433,강동구,4368270.0,2.5,10월
2434,강북구,2821809.0,1.6,10월
2435,강서구,6925206.0,4.0,10월
2436,관악구,5044312.0,2.9,10월
2437,광진구,6012175.0,3.4,10월
2438,구로구,5408166.0,3.1,10월
2439,금천구,2616960.0,1.5,10월
2440,노원구,4895418.0,2.8,10월
2441,도봉구,2580331.0,1.5,10월
2442,동대문구,4541445.0,2.6,10월
2443,동작구,4852323.0,2.8,10월
2444,마포구,10526893.0,6.0,10월
2445,서대문구,6960519.0,4.0,10월
2446,서초구,13721206.0,7.8,10월
2447,성동구,5231277.0,3.0,10월
2448,성북구,4287450.0,2.5,10월
2449,송파구,10964995.0,6.3,10월
2450,양천구,3185695.0,1.8,10월
2451,영등포구,9764141.0,5.6,10월
2452,용산구,9287163.0,5.3,10월
2453,은평구,3186282.0,1.8,10월
2454,종로구,12714194.0,7.3,10월
2455,중구,12938112.0,7.4,10월
2456,중랑구,3031007.0,1.7,10월
2457,계룡시,758116.0,2.5,10월
2458,공주시,2846559.0,9.5,10월
2459,금산군,1162602.0,3.9,10월
2460,논산시,1562258.0,5.2,10월
2461,당진시,2321782.0,7.7,10월
2462,보령시,1892375.0,6.3,10월
2463,부여군,1159198.0,3.9,10월
2464,서산시,1750646.0,5.8,10월
2465,서천군,1028919.0,3.4,10월
2466,아산시,3138457.0,10.5,10월
2467,예산군,1404485.0,4.7,10월
2468,천안시 동남구,4000541.0,13.3,10월
2469,천안시 서북구,3353714.0,11.2,10월
2470,청양군,422772.0,1.4,10월
2471,태안군,1986423.0,6.6,10월
2472,홍성군,1208276.0,4.0,10월
2473,대덕구,2046769.0,11.1,10월
2474,동구,2866322.0,15.6,10월
2475,서구,4918668.0,26.7,10월
2476,유성구,5052248.0,27.4,10월
2477,중구,3528985.0,19.2,10월
2478,강진군,549789.0,2.3,10월
2479,고흥군,652218.0,2.7,10월
2480,곡성군,524516.0,2.2,10월
2481,광양시,1198696.0,5.0,10월
2482,구례군,583166.0,2.4,10월
2483,나주시,1466473.0,6.2,10월
2484,담양군,1544259.0,6.5,10월
2485,목포시,2382096.0,10.0,10월
2486,무안군,1391083.0,5.8,10월
2487,보성군,675987.0,2.8,10월
2488,순천시,2444855.0,10.3,10월
2489,신안군,714650.0,3.0,10월
2490,여수시,2583808.0,10.8,10월
2491,영광군,701444.0,2.9,10월
2492,영암군,1005707.0,4.2,10월
2493,완도군,553344.0,2.3,10월
2494,장성군,1244999.0,5.2,10월
2495,장흥군,487285.0,2.0,10월
2496,진도군,485563.0,2.0,10월
2497,함평군,699701.0,2.9,10월
2498,해남군,825925.0,3.5,10월
2499,화순군,1128374.0,4.7,10월
2500,강릉시,2602272.0,13.1,11월
2501,고성군,854915.0,4.3,11월
2502,동해시,988903.0,5.0,11월
2503,삼척시,864314.0,4.3,11월
2504,속초시,1917300.0,9.6,11월
2505,양구군,226987.0,1.1,11월
2506,양양군,1072365.0,5.4,11월
2507,영월군,487632.0,2.5,11월
2508,원주시,2617820.0,13.2,11월
2509,인제군,611723.0,3.1,11월
2510,정선군,631652.0,3.2,11월
2511,철원군,602675.0,3.0,11월
2512,춘천시,2652740.0,13.3,11월
2513,태백시,420715.0,2.1,11월
2514,평창군,1066504.0,5.4,11월
2515,홍천군,1182380.0,5.9,11월
2516,화천군,340106.0,1.7,11월
2517,횡성군,756561.0,3.8,11월
2518,가평군,1977177.0,1.3,11월
2519,고양시 덕양구,5251602.0,3.5,11월
2520,고양시 일산동구,4981831.0,3.3,11월
2521,고양시 일산서구,3419474.0,2.3,11월
2522,과천시,1695876.0,1.1,11월
2523,광명시,3325411.0,2.2,11월
2524,광주시,4215313.0,2.8,11월
2525,구리시,3693758.0,2.5,11월
2526,군포시,2119848.0,1.4,11월
2527,김포시,4137737.0,2.8,11월
2528,남양주시,6007065.0,4.0,11월
2529,동두천시,780703.0,0.5,11월
2530,부천시,5660523.0,3.8,11월
2531,성남시 분당구,7086604.0,4.7,11월
2532,성남시 수정구,3378932.0,2.2,11월
2533,성남시 중원구,2206433.0,1.5,11월
2534,수원시 권선구,3327211.0,2.2,11월
2535,수원시 영통구,4612027.0,3.1,11월
2536,수원시 장안구,2826327.0,1.9,11월
2537,수원시 팔달구,5178498.0,3.4,11월
2538,시흥시,4293153.0,2.9,11월
2539,안산시 단원구,4054425.0,2.7,11월
2540,안산시 상록구,2282670.0,1.5,11월
2541,안성시,3011194.0,2.0,11월
2542,안양시 동안구,3395501.0,2.3,11월
2543,안양시 만안구,2510412.0,1.7,11월
2544,양주시,2783439.0,1.9,11월
2545,양평군,2490220.0,1.7,11월
2546,여주시,2228401.0,1.5,11월
2547,연천군,702363.0,0.5,11월
2548,오산시,2403284.0,1.6,11월
2549,용인시 기흥구,4685741.0,3.1,11월
2550,용인시 수지구,2638049.0,1.8,11월
2551,용인시 처인구,4052704.0,2.7,11월
2552,의왕시,2357543.0,1.6,11월
2553,의정부시,3372732.0,2.2,11월
2554,이천시,3417420.0,2.3,11월
2555,파주시,4378616.0,2.9,11월
2556,평택시,4138168.0,2.8,11월
2557,포천시,2455411.0,1.6,11월
2558,하남시,4457248.0,3.0,11월
2559,화성시,8313294.0,5.5,11월
2560,거제시,1745738.0,5.7,11월
2561,거창군,573542.0,1.9,11월
2562,고성군,744007.0,2.4,11월
2563,김해시,3560103.0,11.7,11월
2564,남해군,637362.0,2.1,11월
2565,밀양시,1316343.0,4.3,11월
2566,사천시,1258140.0,4.1,11월
2567,산청군,553920.0,1.8,11월
2568,양산시,2709439.0,8.9,11월
2569,의령군,347085.0,1.1,11월
2570,진주시,1770306.0,5.8,11월
2571,창녕군,751759.0,2.5,11월
2572,창원시 마산합포구,2052353.0,6.7,11월
2573,창원시 마산회원구,1717858.0,5.6,11월
2574,창원시 성산구,2632006.0,8.6,11월
2575,창원시 의창구,2781782.0,9.1,11월
2576,창원시 진해구,1418964.0,4.7,11월
2577,통영시,1285894.0,4.2,11월
2578,하동군,645278.0,2.1,11월
2579,함안군,927203.0,3.0,11월
2580,함양군,455362.0,1.5,11월
2581,합천군,590822.0,1.9,11월
2582,경산시,2410020.0,9.0,11월
2583,경주시,3753114.0,14.0,11월
2584,고령군,507475.0,1.9,11월
2585,구미시,2083688.0,7.8,11월
2586,군위군,590571.0,2.2,11월
2587,김천시,1035481.0,3.9,11월
2588,문경시,935561.0,3.5,11월
2589,봉화군,359176.0,1.3,11월
2590,상주시,1045031.0,3.9,11월
2591,성주군,549154.0,2.0,11월
2592,안동시,1316319.0,4.9,11월
2593,영덕군,742177.0,2.8,11월
2594,영양군,135683.0,0.5,11월
2595,영주시,709580.0,2.6,11월
2596,영천시,967718.0,3.6,11월
2597,예천군,534458.0,2.0,11월
2598,울릉군,109823.0,0.4,11월
2599,울진군,631325.0,2.4,11월
2600,의성군,587227.0,2.2,11월
2601,청도군,826243.0,3.1,11월
2602,청송군,532400.0,2.0,11월
2603,칠곡군,1750489.0,6.5,11월
2604,포항시 남구,2354748.0,8.8,11월
2605,포항시 북구,2337043.0,8.7,11월
2606,광산구,3464625.0,22.3,11월
2607,남구,1602574.0,10.3,11월
2608,동구,2752435.0,17.8,11월
2609,북구,3639924.0,23.5,11월
2610,서구,4044587.0,26.1,11월
2611,세종특별자치시,2475795.0,100.0,11월
2612,괴산군,871326.0,4.3,11월
2613,단양군,789068.0,3.9,11월
2614,보은군,550091.0,2.7,11월
2615,영동군,523392.0,2.6,11월
2616,옥천군,837117.0,4.2,11월
2617,음성군,1683825.0,8.4,11월
2618,제천시,1209903.0,6.0,11월
2619,증평군,466214.0,2.3,11월
2620,진천군,1057783.0,5.3,11월
2621,청주시 상당구,2455889.0,12.3,11월
2622,청주시 서원구,2375007.0,11.8,11월
2623,청주시 청원구,2184727.0,10.9,11월
2624,청주시 흥덕구,2993237.0,14.9,11월
2625,충주시,2046350.0,10.2,11월
2626,강서구,3122263.0,7.0,11월
2627,금정구,2359926.0,5.3,11월
2628,기장군,3221335.0,7.2,11월
2629,남구,2316493.0,5.2,11월
2630,동구,2603057.0,5.8,11월
2631,동래구,2799618.0,6.3,11월
2632,부산진구,5725629.0,12.8,11월
2633,북구,1884534.0,4.2,11월
2634,사상구,2207640.0,4.9,11월
2635,사하구,1800247.0,4.0,11월
2636,서구,1620548.0,3.6,11월
2637,수영구,2885584.0,6.5,11월
2638,연제구,2272037.0,5.1,11월
2639,영도구,1453829.0,3.3,11월
2640,중구,3138074.0,7.0,11월
2641,해운대구,5255393.0,11.8,11월
2642,남구,2244452.0,8.0,11월
2643,달서구,4334546.0,15.5,11월
2644,달성군,2335632.0,8.4,11월
2645,동구,4716464.0,16.9,11월
2646,북구,3828616.0,13.7,11월
2647,서구,1601953.0,5.7,11월
2648,수성구,3909300.0,14.0,11월
2649,중구,4999919.0,17.9,11월
2650,고창군,924862.0,4.8,11월
2651,군산시,2033928.0,10.5,11월
2652,김제시,1069311.0,5.5,11월
2653,남원시,859259.0,4.5,11월
2654,무주군,569836.0,3.0,11월
2655,부안군,866638.0,4.5,11월
2656,순창군,623768.0,3.2,11월
2657,완주군,1732690.0,9.0,11월
2658,익산시,1828508.0,9.5,11월
2659,임실군,741338.0,3.8,11월
2660,장수군,235605.0,1.2,11월
2661,전주시 덕진구,3002980.0,15.6,11월
2662,전주시 완산구,3174055.0,16.4,11월
2663,정읍시,1232574.0,6.4,11월
2664,진안군,408021.0,2.1,11월
2665,서귀포시,4000708.0,43.5,11월
2666,제주시,5196776.0,56.5,11월
2667,강화군,1368095.0,4.6,11월
2668,계양구,2267905.0,7.7,11월
2669,남동구,4394402.0,14.8,11월
2670,동구,853829.0,2.9,11월
2671,미추홀구,3600707.0,12.2,11월
2672,부평구,3898536.0,13.2,11월
2673,서구,4280277.0,14.4,11월
2674,연수구,3607977.0,12.2,11월
2675,옹진군,473281.0,1.6,11월
2676,중구,4877870.0,16.5,11월
2677,남구,3539690.0,32.0,11월
2678,동구,999460.0,9.0,11월
2679,북구,1810467.0,16.4,11월
2680,울주군,2778797.0,25.1,11월
2681,중구,1944597.0,17.6,11월
2682,강남구,18615799.0,11.3,11월
2683,강동구,4125471.0,2.5,11월
2684,강북구,2589355.0,1.6,11월
2685,강서구,6382468.0,3.9,11월
2686,관악구,4743654.0,2.9,11월
2687,광진구,5628397.0,3.4,11월
2688,구로구,5369634.0,3.3,11월
2689,금천구,2475822.0,1.5,11월
2690,노원구,4644590.0,2.8,11월
2691,도봉구,2441560.0,1.5,11월
2692,동대문구,4471907.0,2.7,11월
2693,동작구,4732339.0,2.9,11월
2694,마포구,9609249.0,5.8,11월
2695,서대문구,6918042.0,4.2,11월
2696,서초구,13109360.0,7.9,11월
2697,성동구,5107338.0,3.1,11월
2698,성북구,4105617.0,2.5,11월
2699,송파구,9819012.0,5.9,11월
2700,양천구,3071751.0,1.9,11월
2701,영등포구,9238393.0,5.6,11월
2702,용산구,8158791.0,4.9,11월
2703,은평구,2986966.0,1.8,11월
2704,종로구,11663931.0,7.1,11월
2705,중구,12191222.0,7.4,11월
2706,중랑구,2827854.0,1.7,11월
2707,계룡시,487656.0,1.9,11월
2708,공주시,2251764.0,8.9,11월
2709,금산군,855592.0,3.4,11월
2710,논산시,1356336.0,5.4,11월
2711,당진시,1924144.0,7.6,11월
2712,보령시,1377419.0,5.5,11월
2713,부여군,892927.0,3.5,11월
2714,서산시,1481030.0,5.9,11월
2715,서천군,787934.0,3.1,11월
2716,아산시,2999367.0,11.9,11월
2717,예산군,1289698.0,5.1,11월
2718,천안시 동남구,3713342.0,14.7,11월
2719,천안시 서북구,3131802.0,12.4,11월
2720,청양군,371747.0,1.5,11월
2721,태안군,1257973.0,5.0,11월
2722,홍성군,1015823.0,4.0,11월
2723,대덕구,1931703.0,11.4,11월
2724,동구,2713630.0,16.0,11월
2725,서구,4643869.0,27.4,11월
2726,유성구,4537950.0,26.8,11월
2727,중구,3118095.0,18.4,11월
2728,강진군,463366.0,2.3,11월
2729,고흥군,528199.0,2.6,11월
2730,곡성군,435851.0,2.1,11월
2731,광양시,1072524.0,5.2,11월
2732,구례군,468504.0,2.3,11월
2733,나주시,1325609.0,6.5,11월
2734,담양군,1393089.0,6.8,11월
2735,목포시,2064041.0,10.1,11월
2736,무안군,1215079.0,5.9,11월
2737,보성군,573816.0,2.8,11월
2738,순천시,2161058.0,10.5,11월
2739,신안군,540134.0,2.6,11월
2740,여수시,2115481.0,10.3,11월
2741,영광군,560463.0,2.7,11월
2742,영암군,945050.0,4.6,11월
2743,완도군,456507.0,2.2,11월
2744,장성군,1016884.0,5.0,11월
2745,장흥군,430602.0,2.1,11월
2746,진도군,411508.0,2.0,11월
2747,함평군,564846.0,2.8,11월
2748,해남군,746285.0,3.6,11월
2749,화순군,1039295.0,5.1,11월
2750,강릉시,2529498.0,13.7,12월
2751,고성군,920543.0,5.0,12월
2752,동해시,847918.0,4.6,12월
2753,삼척시,746897.0,4.0,12월
2754,속초시,1894441.0,10.2,12월
2755,양구군,198860.0,1.1,12월
2756,양양군,992753.0,5.4,12월
2757,영월군,371415.0,2.0,12월
2758,원주시,2255301.0,12.2,12월
2759,인제군,531890.0,2.9,12월
2760,정선군,732523.0,4.0,12월
2761,철원군,418127.0,2.3,12월
2762,춘천시,2172745.0,11.7,12월
2763,태백시,312941.0,1.7,12월
2764,평창군,1353984.0,7.3,12월
2765,홍천군,1236646.0,6.7,12월
2766,화천군,263717.0,1.4,12월
2767,횡성군,738349.0,4.0,12월
2768,가평군,1491648.0,1.0,12월
2769,고양시 덕양구,5159127.0,3.6,12월
2770,고양시 일산동구,5166994.0,3.6,12월
2771,고양시 일산서구,3380160.0,2.4,12월
2772,과천시,1431376.0,1.0,12월
2773,광명시,3405589.0,2.4,12월
2774,광주시,3369463.0,2.3,12월
2775,구리시,3624177.0,2.5,12월
2776,군포시,2121129.0,1.5,12월
2777,김포시,4020849.0,2.8,12월
2778,남양주시,5326585.0,3.7,12월
2779,동두천시,711367.0,0.5,12월
2780,부천시,5858187.0,4.1,12월
2781,성남시 분당구,7252636.0,5.1,12월
2782,성남시 수정구,3382914.0,2.4,12월
2783,성남시 중원구,2311632.0,1.6,12월
2784,수원시 권선구,3529652.0,2.5,12월
2785,수원시 영통구,4693228.0,3.3,12월
2786,수원시 장안구,2861969.0,2.0,12월
2787,수원시 팔달구,5362280.0,3.7,12월
2788,시흥시,4182763.0,2.9,12월
2789,안산시 단원구,4040766.0,2.8,12월
2790,안산시 상록구,2287464.0,1.6,12월
2791,안성시,2446128.0,1.7,12월
2792,안양시 동안구,3555627.0,2.5,12월
2793,안양시 만안구,2403916.0,1.7,12월
2794,양주시,2482366.0,1.7,12월
2795,양평군,1926597.0,1.3,12월
2796,여주시,1657213.0,1.2,12월
2797,연천군,597255.0,0.4,12월
2798,오산시,2331020.0,1.6,12월
2799,용인시 기흥구,4692517.0,3.3,12월
2800,용인시 수지구,2805641.0,2.0,12월
2801,용인시 처인구,3229068.0,2.3,12월
2802,의왕시,2254948.0,1.6,12월
2803,의정부시,3418340.0,2.4,12월
2804,이천시,2896313.0,2.0,12월
2805,파주시,3942668.0,2.7,12월
2806,평택시,3810250.0,2.7,12월
2807,포천시,1842842.0,1.3,12월
2808,하남시,4599569.0,3.2,12월
2809,화성시,7597732.0,5.3,12월
2810,거제시,1791404.0,6.2,12월
2811,거창군,415911.0,1.4,12월
2812,고성군,685501.0,2.4,12월
2813,김해시,3556792.0,12.3,12월
2814,남해군,578296.0,2.0,12월
2815,밀양시,1043474.0,3.6,12월
2816,사천시,1198624.0,4.1,12월
2817,산청군,420496.0,1.5,12월
2818,양산시,2581040.0,8.9,12월
2819,의령군,286156.0,1.0,12월
2820,진주시,1735982.0,6.0,12월
2821,창녕군,697746.0,2.4,12월
2822,창원시 마산합포구,2038626.0,7.0,12월
2823,창원시 마산회원구,1745799.0,6.0,12월
2824,창원시 성산구,2713240.0,9.4,12월
2825,창원시 의창구,2707255.0,9.4,12월
2826,창원시 진해구,1479245.0,5.1,12월
2827,통영시,1236541.0,4.3,12월
2828,하동군,446746.0,1.5,12월
2829,함안군,772932.0,2.7,12월
2830,함양군,371270.0,1.3,12월
2831,합천군,420415.0,1.5,12월
2832,경산시,2302472.0,9.1,12월
2833,경주시,3417810.0,13.6,12월
2834,고령군,409085.0,1.6,12월
2835,구미시,2046702.0,8.1,12월
2836,군위군,456219.0,1.8,12월
2837,김천시,922640.0,3.7,12월
2838,문경시,689314.0,2.7,12월
2839,봉화군,272422.0,1.1,12월
2840,상주시,1164107.0,4.6,12월
2841,성주군,504919.0,2.0,12월
2842,안동시,1312774.0,5.2,12월
2843,영덕군,730663.0,2.9,12월
2844,영양군,95007.0,0.4,12월
2845,영주시,590326.0,2.3,12월
2846,영천시,1133173.0,4.5,12월
2847,예천군,577276.0,2.3,12월
2848,울릉군,65653.0,0.3,12월
2849,울진군,595326.0,2.4,12월
2850,의성군,508429.0,2.0,12월
2851,청도군,771879.0,3.1,12월
2852,청송군,313805.0,1.2,12월
2853,칠곡군,1541502.0,6.1,12월
2854,포항시 남구,2388743.0,9.5,12월
2855,포항시 북구,2386835.0,9.5,12월
2856,광산구,3445255.0,22.4,12월
2857,남구,1615914.0,10.5,12월
2858,동구,2696166.0,17.6,12월
2859,북구,3491878.0,22.8,12월
2860,서구,4097480.0,26.7,12월
2861,세종특별자치시,2434493.0,100.0,12월
2862,괴산군,570931.0,3.3,12월
2863,단양군,471647.0,2.7,12월
2864,보은군,342929.0,2.0,12월
2865,영동군,423760.0,2.4,12월
2866,옥천군,683097.0,3.9,12월
2867,음성군,1356072.0,7.7,12월
2868,제천시,940036.0,5.4,12월
2869,증평군,422266.0,2.4,12월
2870,진천군,878049.0,5.0,12월
2871,청주시 상당구,2318354.0,13.2,12월
2872,청주시 서원구,2369074.0,13.5,12월
2873,청주시 청원구,2068835.0,11.8,12월
2874,청주시 흥덕구,2962825.0,16.9,12월
2875,충주시,1694514.0,9.7,12월
2876,강서구,3079993.0,6.6,12월
2877,금정구,2303101.0,4.9,12월
2878,기장군,3275110.0,7.0,12월
2879,남구,2422861.0,5.2,12월
2880,동구,2689323.0,5.7,12월
2881,동래구,3023819.0,6.4,12월
2882,부산진구,6142012.0,13.1,12월
2883,북구,1963672.0,4.2,12월
2884,사상구,2256647.0,4.8,12월
2885,사하구,1862347.0,4.0,12월
2886,서구,1571383.0,3.3,12월
2887,수영구,3143156.0,6.7,12월
2888,연제구,2447062.0,5.2,12월
2889,영도구,1504929.0,3.2,12월
2890,중구,3444291.0,7.3,12월
2891,해운대구,5797922.0,12.4,12월
2892,남구,2152580.0,7.5,12월
2893,달서구,4411135.0,15.3,12월
2894,달성군,2178887.0,7.6,12월
2895,동구,4887828.0,17.0,12월
2896,북구,3969321.0,13.8,12월
2897,서구,1655791.0,5.8,12월
2898,수성구,4043268.0,14.1,12월
2899,중구,5464250.0,19.0,12월
2900,고창군,571018.0,3.5,12월
2901,군산시,1729762.0,10.7,12월
2902,김제시,819885.0,5.1,12월
2903,남원시,616818.0,3.8,12월
2904,무주군,667239.0,4.1,12월
2905,부안군,642209.0,4.0,12월
2906,순창군,276888.0,1.7,12월
2907,완주군,1393930.0,8.7,12월
2908,익산시,1684925.0,10.5,12월
2909,임실군,462250.0,2.9,12월
2910,장수군,153317.0,1.0,12월
2911,전주시 덕진구,2916307.0,18.1,12월
2912,전주시 완산구,3192601.0,19.8,12월
2913,정읍시,732855.0,4.6,12월
2914,진안군,245628.0,1.5,12월
2915,서귀포시,3580248.0,43.0,12월
2916,제주시,4749068.0,57.0,12월
2917,강화군,1051873.0,3.5,12월
2918,계양구,2236111.0,7.5,12월
2919,남동구,4294590.0,14.5,12월
2920,동구,818263.0,2.8,12월
2921,미추홀구,3511136.0,11.8,12월
2922,부평구,4030823.0,13.6,12월
2923,서구,4301466.0,14.5,12월
2924,연수구,3920640.0,13.2,12월
2925,옹진군,346937.0,1.2,12월
2926,중구,5139041.0,17.3,12월
2927,남구,3666446.0,32.8,12월
2928,동구,997331.0,8.9,12월
2929,북구,1934910.0,17.3,12월
2930,울주군,2571921.0,23.0,12월
2931,중구,2022308.0,18.1,12월
2932,강남구,18959450.0,11.4,12월
2933,강동구,4101143.0,2.5,12월
2934,강북구,2634796.0,1.6,12월
2935,강서구,6426137.0,3.9,12월
2936,관악구,4729715.0,2.9,12월
2937,광진구,5520108.0,3.3,12월
2938,구로구,5192679.0,3.1,12월
2939,금천구,2432102.0,1.5,12월
2940,노원구,4494870.0,2.7,12월
2941,도봉구,2357909.0,1.4,12월
2942,동대문구,4328906.0,2.6,12월
2943,동작구,4875417.0,2.9,12월
2944,마포구,9812722.0,5.9,12월
2945,서대문구,6942565.0,4.2,12월
2946,서초구,13538753.0,8.2,12월
2947,성동구,4889794.0,3.0,12월
2948,성북구,3897654.0,2.4,12월
2949,송파구,10526152.0,6.4,12월
2950,양천구,3026279.0,1.8,12월
2951,영등포구,9270251.0,5.6,12월
2952,용산구,8207881.0,5.0,12월
2953,은평구,3037290.0,1.8,12월
2954,종로구,11266919.0,6.8,12월
2955,중구,12298380.0,7.4,12월
2956,중랑구,2854737.0,1.7,12월
2957,계룡시,384349.0,1.8,12월
2958,공주시,1806057.0,8.4,12월
2959,금산군,613859.0,2.9,12월
2960,논산시,1144060.0,5.3,12월
2961,당진시,1524412.0,7.1,12월
2962,보령시,1202698.0,5.6,12월
2963,부여군,688568.0,3.2,12월
2964,서산시,1220702.0,5.7,12월
2965,서천군,607213.0,2.8,12월
2966,아산시,2692808.0,12.5,12월
2967,예산군,1038752.0,4.8,12월
2968,천안시 동남구,3377489.0,15.7,12월
2969,천안시 서북구,3114660.0,14.5,12월
2970,청양군,299957.0,1.4,12월
2971,태안군,897158.0,4.2,12월
2972,홍성군,890675.0,4.1,12월
2973,대덕구,1875204.0,10.8,12월
2974,동구,2735284.0,15.7,12월
2975,서구,4878876.0,28.0,12월
2976,유성구,4588504.0,26.3,12월
2977,중구,3348974.0,19.2,12월
2978,강진군,368703.0,2.1,12월
2979,고흥군,459873.0,2.6,12월
2980,곡성군,340808.0,2.0,12월
2981,광양시,1013023.0,5.8,12월
2982,구례군,290280.0,1.7,12월
2983,나주시,1150628.0,6.6,12월
2984,담양군,975051.0,5.6,12월
2985,목포시,2000897.0,11.5,12월
2986,무안군,1118706.0,6.4,12월
2987,보성군,486005.0,2.8,12월
2988,순천시,1904364.0,10.9,12월
2989,신안군,449084.0,2.6,12월
2990,여수시,2008720.0,11.5,12월
2991,영광군,447775.0,2.6,12월
2992,영암군,731314.0,4.2,12월
2993,완도군,405082.0,2.3,12월
2994,장성군,691983.0,4.0,12월
2995,장흥군,375379.0,2.2,12월
2996,진도군,370669.0,2.1,12월
2997,함평군,408970.0,2.3,12월
2998,해남군,636277.0,3.6,12월
2999,화순군,803233.0,4.6,12월
